Num	Metadata File Name	SPASE Resource ID from XML description	SPASE Revise	SPASE Review	Metadata Contact	Revision Note	Revised SPASE Resource ID	Review Notes
263	NASA/NumericalData/MMS/3/EnergeticParticleDetector/EIS/Survey/Level2/ElectronEnergySpectra/PT2.42S.xml	NASA/NumericalData/MMS/3/EnergeticParticleDetector/EIS/Survey/Level2/ElectronEnergySpectra/PT2.42S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
264	NASA/NumericalData/MMS/3/EnergeticParticleDetector/EIS/Survey/Level2/EnergyByTimeOfFlight/PT2.42S.xml	NASA/NumericalData/MMS/3/EnergeticParticleDetector/EIS/Survey/Level2/EnergyByTimeOfFlight/PT2.42S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
265	NASA/NumericalData/MMS/3/EnergeticParticleDetector/EIS/Survey/Level2/PulseHeightByTimeOfFlight/PT2.42S.xml	NASA/NumericalData/MMS/3/EnergeticParticleDetector/EIS/Survey/Level2/PulseHeightByTimeOfFlight/PT2.42S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
266	NASA/NumericalData/MMS/3/EnergeticParticleDetector/FEEPS/Burst/Level2/Electron/PT0.3025S.xml	NASA/NumericalData/MMS/3/EnergeticParticleDetector/FEEPS/Burst/Level2/Electron/PT0.3025S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
267	NASA/NumericalData/MMS/3/EnergeticParticleDetector/FEEPS/Burst/Level2/Ion/PT0.3025S.xml	NASA/NumericalData/MMS/3/EnergeticParticleDetector/FEEPS/Burst/Level2/Ion/PT0.3025S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
268	NASA/NumericalData/MMS/3/EnergeticParticleDetector/FEEPS/Survey/Level2/Electron/PT2.42S.xml	NASA/NumericalData/MMS/3/EnergeticParticleDetector/FEEPS/Survey/Level2/Electron/PT2.42S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
269	NASA/NumericalData/MMS/3/EnergeticParticleDetector/FEEPS/Survey/Level2/Ion/PT2.42S.xml	NASA/NumericalData/MMS/3/EnergeticParticleDetector/FEEPS/Survey/Level2/Ion/PT2.42S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
270	NASA/NumericalData/MMS/3/Ephemeris/Burst/Level2/Tsyganenko_04_Disturbed/PT0.030S.xml	NASA/NumericalData/MMS/3/Ephemeris/Burst/Level2/Tsyganenko_04_Disturbed/PT0.030S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
271	NASA/NumericalData/MMS/3/Ephemeris/Burst/Level2/Tsyganenko_89_Disturbed/PT0.030S.xml	NASA/NumericalData/MMS/3/Ephemeris/Burst/Level2/Tsyganenko_89_Disturbed/PT0.030S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
272	NASA/NumericalData/MMS/3/Ephemeris/Burst/Level2/Tsyganenko_89_Quiet/PT0.030S.xml	NASA/NumericalData/MMS/3/Ephemeris/Burst/Level2/Tsyganenko_89_Quiet/PT0.030S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
273	NASA/NumericalData/MMS/3/Ephemeris/Survey/Level2/Tsyganenko_04_Disturbed/PT30S.xml	NASA/NumericalData/MMS/3/Ephemeris/Survey/Level2/Tsyganenko_04_Disturbed/PT30S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
274	NASA/NumericalData/MMS/3/Ephemeris/Survey/Level2/Tsyganenko_89_Disturbed/PT30S.xml	NASA/NumericalData/MMS/3/Ephemeris/Survey/Level2/Tsyganenko_89_Disturbed/PT30S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
275	NASA/NumericalData/MMS/3/Ephemeris/Survey/Level2/Tsyganenko_89_Quiet/PT30S.xml	NASA/NumericalData/MMS/3/Ephemeris/Survey/Level2/Tsyganenko_89_Quiet/PT30S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
276	NASA/NumericalData/MMS/3/FIELDS/DSP/Fast/Level2/ElectricFieldPowerSpectralDensity/PT2S.xml	NASA/NumericalData/MMS/3/FIELDS/DSP/Fast/Level2/ElectricFieldPowerSpectralDensity/PT2S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
277	NASA/NumericalData/MMS/3/FIELDS/DSP/Fast/Level2/MagneticFieldPowerSpectralDensity/PT2S.xml	NASA/NumericalData/MMS/3/FIELDS/DSP/Fast/Level2/MagneticFieldPowerSpectralDensity/PT2S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
278	NASA/NumericalData/MMS/3/FIELDS/DSP/Slow/Level2/ElectricFieldPowerSpectralDensity/PT16S.xml	NASA/NumericalData/MMS/3/FIELDS/DSP/Slow/Level2/ElectricFieldPowerSpectralDensity/PT16S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
279	NASA/NumericalData/MMS/3/FIELDS/DSP/Slow/Level2/MagneticFieldPowerSpectralDensity/PT16S.xml	NASA/NumericalData/MMS/3/FIELDS/DSP/Slow/Level2/MagneticFieldPowerSpectralDensity/PT16S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
280	NASA/NumericalData/MMS/3/FIELDS/EDI/Burst/Level2/AmbientElectronFlux/ProjectionMethod2/PT0.0009765625S.xml	NASA/NumericalData/MMS/3/FIELDS/EDI/Burst/Level2/AmbientElectronFlux/ProjectionMethod2/PT0.0009765625S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
281	NASA/NumericalData/MMS/3/FIELDS/EDI/Burst/Level2/ElectricField/PT0.0009765625S.xml	NASA/NumericalData/MMS/3/FIELDS/EDI/Burst/Level2/ElectricField/PT0.0009765625S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
282	NASA/NumericalData/MMS/3/FIELDS/EDI/Burst/Level2/ElectronFluxAmbient/ProjectionMethod1/PT0.0009765625S.xml	NASA/NumericalData/MMS/3/FIELDS/EDI/Burst/Level2/ElectronFluxAmbient/ProjectionMethod1/PT0.0009765625S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
283	NASA/NumericalData/MMS/3/FIELDS/EDI/Burst/Level2/QualityZero/PT0.0078125S.xml	NASA/NumericalData/MMS/3/FIELDS/EDI/Burst/Level2/QualityZero/PT0.0078125S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
284	NASA/NumericalData/MMS/3/FIELDS/EDI/Survey/Level2/ElectricField/PT5S.xml	NASA/NumericalData/MMS/3/FIELDS/EDI/Survey/Level2/ElectricField/PT5S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
285	NASA/NumericalData/MMS/3/FIELDS/EDI/Survey/Level2/ElectronFluxAmbient/ProjectionMethod1/PT0.03125S.xml	NASA/NumericalData/MMS/3/FIELDS/EDI/Survey/Level2/ElectronFluxAmbient/ProjectionMethod1/PT0.03125S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
286	NASA/NumericalData/MMS/3/FIELDS/EDI/Survey/Level2/ElectronFluxAmbient/ProjectionMethod2/PT0.03125S.xml	NASA/NumericalData/MMS/3/FIELDS/EDI/Survey/Level2/ElectronFluxAmbient/ProjectionMethod2/PT0.03125S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
287	NASA/NumericalData/MMS/3/FIELDS/EDI/Survey/Level2/QualityZero/PT0.125S.xml	NASA/NumericalData/MMS/3/FIELDS/EDI/Survey/Level2/QualityZero/PT0.125S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
288	NASA/NumericalData/MMS/3/FIELDS/EDP/Burst/Level2/DCElectricField/PT0.0001220703125S.xml	NASA/NumericalData/MMS/3/FIELDS/EDP/Burst/Level2/DCElectricField/PT0.0001220703125S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
289	NASA/NumericalData/MMS/3/FIELDS/EDP/Burst/Level2/SpacecraftPotential/PT0.0001220703125S.xml	NASA/NumericalData/MMS/3/FIELDS/EDP/Burst/Level2/SpacecraftPotential/PT0.0001220703125S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
290	NASA/NumericalData/MMS/3/FIELDS/EDP/Burst/Level2Pre/HMFE/PT0.00001525878906S.xml	NASA/NumericalData/MMS/3/FIELDS/EDP/Burst/Level2Pre/HMFE/PT0.00001525878906S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
291	NASA/NumericalData/MMS/3/FIELDS/EDP/Fast/Level2/DCElectricField/PT0.03125S.xml	NASA/NumericalData/MMS/3/FIELDS/EDP/Fast/Level2/DCElectricField/PT0.03125S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
292	NASA/NumericalData/MMS/3/FIELDS/EDP/Fast/Level2/SpacecraftPotential/PT0.03125S.xml	NASA/NumericalData/MMS/3/FIELDS/EDP/Fast/Level2/SpacecraftPotential/PT0.03125S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
293	NASA/NumericalData/MMS/3/FIELDS/EDP/Slow/Level2/DCElectricField/PT0.125S.xml	NASA/NumericalData/MMS/3/FIELDS/EDP/Slow/Level2/DCElectricField/PT0.125S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
294	NASA/NumericalData/MMS/3/FIELDS/EDP/Slow/Level2/SpacecraftPotential/PT0.125S.xml	NASA/NumericalData/MMS/3/FIELDS/EDP/Slow/Level2/SpacecraftPotential/PT0.125S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
295	NASA/NumericalData/MMS/3/FIELDS/EDP/Survey/Level2/HighFrequencyElectricFieldSpectra/PT16S.xml	NASA/NumericalData/MMS/3/FIELDS/EDP/Survey/Level2/HighFrequencyElectricFieldSpectra/PT16S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
296	NASA/NumericalData/MMS/3/FIELDS/FGM/Burst/Level2/PT0.0078125S.xml	NASA/NumericalData/MMS/3/FIELDS/FGM/Burst/Level2/PT0.0078125S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
297	NASA/NumericalData/MMS/3/FIELDS/FGM/Survey/Level2/PT0.125S.xml	NASA/NumericalData/MMS/3/FIELDS/FGM/Survey/Level2/PT0.125S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
298	NASA/NumericalData/MMS/3/FIELDS/SCM/Burst/Level2/PT0.00006101515625S.xml	NASA/NumericalData/MMS/3/FIELDS/SCM/Burst/Level2/PT0.00006101515625S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
299	NASA/NumericalData/MMS/3/FIELDS/SCM/Burst/Level2/PT0.0001220703125S.xml	NASA/NumericalData/MMS/3/FIELDS/SCM/Burst/Level2/PT0.0001220703125S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
300	NASA/NumericalData/MMS/3/FIELDS/SCM/Survey/Level2/PT0.03125S.xml	NASA/NumericalData/MMS/3/FIELDS/SCM/Survey/Level2/PT0.03125S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
301	NASA/NumericalData/MMS/3/FastPlasmaInvestigation/DES/Burst/Level2/Distribution/PT0.03S.xml	NASA/NumericalData/MMS/3/FastPlasmaInvestigation/DES/Burst/Level2/Distribution/PT0.03S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
302	NASA/NumericalData/MMS/3/FastPlasmaInvestigation/DES/Burst/Level2/Moments/PT0.03S.xml	NASA/NumericalData/MMS/3/FastPlasmaInvestigation/DES/Burst/Level2/Moments/PT0.03S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
303	NASA/NumericalData/MMS/3/FastPlasmaInvestigation/DES/Burst/Level2/PartialMoments/PT0.03S.xml	NASA/NumericalData/MMS/3/FastPlasmaInvestigation/DES/Burst/Level2/PartialMoments/PT0.03S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
304	NASA/NumericalData/MMS/3/FastPlasmaInvestigation/DES/Fast/Level2/Distribution/PT4.5S.xml	NASA/NumericalData/MMS/3/FastPlasmaInvestigation/DES/Fast/Level2/Distribution/PT4.5S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
305	NASA/NumericalData/MMS/3/FastPlasmaInvestigation/DES/Fast/Level2/Moments/PT4.5S.xml	NASA/NumericalData/MMS/3/FastPlasmaInvestigation/DES/Fast/Level2/Moments/PT4.5S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
306	NASA/NumericalData/MMS/3/FastPlasmaInvestigation/DES/Fast/Level2/PartialMoments/PT4.5S.xml	NASA/NumericalData/MMS/3/FastPlasmaInvestigation/DES/Fast/Level2/PartialMoments/PT4.5S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
307	NASA/NumericalData/MMS/3/FastPlasmaInvestigation/DIS/Burst/Level2/Distribution/PT0.15S.xml	NASA/NumericalData/MMS/3/FastPlasmaInvestigation/DIS/Burst/Level2/Distribution/PT0.15S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
308	NASA/NumericalData/MMS/3/FastPlasmaInvestigation/DIS/Burst/Level2/Moments/PT0.15S.xml	NASA/NumericalData/MMS/3/FastPlasmaInvestigation/DIS/Burst/Level2/Moments/PT0.15S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
309	NASA/NumericalData/MMS/3/FastPlasmaInvestigation/DIS/Burst/Level2/PartialMoments/PT0.15S.xml	NASA/NumericalData/MMS/3/FastPlasmaInvestigation/DIS/Burst/Level2/PartialMoments/PT0.15S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
310	NASA/NumericalData/MMS/3/FastPlasmaInvestigation/DIS/Fast/Level2/Distribution/PT4.5S.xml	NASA/NumericalData/MMS/3/FastPlasmaInvestigation/DIS/Fast/Level2/Distribution/PT4.5S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
311	NASA/NumericalData/MMS/3/FastPlasmaInvestigation/DIS/Fast/Level2/Moments/PT4.5S.xml	NASA/NumericalData/MMS/3/FastPlasmaInvestigation/DIS/Fast/Level2/Moments/PT4.5S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
312	NASA/NumericalData/MMS/3/FastPlasmaInvestigation/DIS/Fast/Level2/PartialMoments/PT4.5S.xml	NASA/NumericalData/MMS/3/FastPlasmaInvestigation/DIS/Fast/Level2/PartialMoments/PT4.5S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
313	NASA/NumericalData/MMS/3/HotPlasmaCompositionAnalyzer/Burst/Level2/Ion/PT0.625S.xml	NASA/NumericalData/MMS/3/HotPlasmaCompositionAnalyzer/Burst/Level2/Ion/PT0.625S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
314	NASA/NumericalData/MMS/3/HotPlasmaCompositionAnalyzer/Burst/Level2/Moments/PT10S.xml	NASA/NumericalData/MMS/3/HotPlasmaCompositionAnalyzer/Burst/Level2/Moments/PT10S	LFB	LFB	Lee.Frost.Bargatze	Added DOI and PublicationInfo minted by LFB, updated the RepositoryID, updated the SPDF MetadataContact Person to Robert M. Candey, metadata updated to SPASE 2.4.1, reviewed by LFB 20220803		
